,CustomerID,InvoiceNo,Basket Price
6920,14116,577405,212.92
6921,14117,560450,90.0
6923,14121,570516,218.25
6924,14121,575512,1222.41
6925,14121,579446,528.48
6926,14121,580880,771.16
6929,14124,567102,419.58000000000004
6930,14125,567890,1295.43
6931,14125,575854,1091.28
6932,14125,579412,333.92
6933,14126,579404,213.35000000000002
6934,14126,579405,367.78000000000003
6935,14126,580175,62.5
6937,14127,543001,314.63
6938,14127,547911,137.6
6939,14127,562768,257.48
6940,14128,548005,305.54
6941,14128,570293,331.96
6942,14129,547561,358.90000000000003
6943,14129,565467,315.78
6944,14129,565468,51.550000000000004
6945,14129,577950,245.05
6946,14129,581252,152.57999999999998
6947,14130,541987,480.91
6948,14132,556193,306.86
6949,14132,558625,301.06
6950,14132,559715,304.5
6951,14132,562150,301.92
6952,14132,563674,338.12
6953,14132,566587,347.74
6954,14132,570422,419.53999999999996
6955,14132,574475,302.26
6956,14132,575371,305.6
6957,14132,578697,337.4
6958,14132,581141,315.13
6960,14133,542470,305.25
6961,14133,562049,267.71999999999997
6962,14133,562050,19.919999999999998
6965,14135,536620,485.25
6966,14135,537598,319.0
6967,14135,539662,117.60000000000001
6968,14135,539664,25.200000000000003
6969,14135,540269,186.0
6970,14135,540703,511.46000000000004
6971,14135,541278,167.4
6972,14135,551687,309.35
6973,14135,555646,320.2
6974,14135,564657,748.86
6975,14135,568148,324.0
6976,14135,574715,346.35
6977,14135,574917,386.74
6978,14135,580095,303.0
6979,14135,581291,139.9
6980,14138,570009,621.71
6981,14138,581377,344.17
6982,14139,572472,415.82
6983,14140,575007,525.99
6984,14140,580737,394.06
6986,14141,564656,260.21000000000004
6987,14141,568469,194.25
6988,14141,570602,199.47000000000003
6989,14141,581016,226.35000000000002
6992,14142,536587,311.81
6993,14143,561692,115.8
6994,14145,552171,1128.6
6995,14145,558870,534.6
6996,14145,559110,594.0
6997,14145,572443,891.0
7000,14146,548258,662.3
7001,14146,567338,310.95
7002,14146,567339,751.16
7003,14146,579938,1225.16
7005,14147,545047,182.8
7006,14147,567937,285.6
7008,14148,550756,157.2
7009,14149,551548,259.43
7012,14150,538902,306.18
7013,14150,574338,352.46000000000004
7014,14152,550639,304.31
7015,14152,568169,306.78000000000003
7017,14154,550161,419.74
7018,14154,550163,925.88
7019,14155,547003,118.75
7020,14156,536890,322.2
7021,14156,541220,14225.92
7022,14156,543114,788.06
7023,14156,543828,2024.57
7024,14156,544074,841.26
7025,14156,544075,3506.2400000000002
7026,14156,544690,1480.2
7027,14156,545320,2541.15
7028,14156,546172,585.32
7029,14156,546212,3495.55
7030,14156,546213,1614.6
7031,14156,546263,461.6
7032,14156,546660,1041.45
7033,14156,548718,2183.82
7034,14156,550302,446.74
7035,14156,550618,367.62
7036,14156,552038,3869.18
7037,14156,553206,1543.0
7038,14156,555650,958.12
7039,14156,556927,3876.86
7040,14156,556928,606.72
7041,14156,557759,493.03999999999996
7042,14156,558067,930.71
7043,14156,558069,69.6
7044,14156,558417,2822.7400000000002
7045,14156,558644,679.1
7046,14156,560041,654.97
7047,14156,560445,11134.34
7048,14156,560446,532.3199999999999
7049,14156,561901,13464.26
7050,14156,562560,1563.18
7051,14156,562935,1253.05
7052,14156,563355,467.42
7053,14156,563558,1544.01
7054,14156,563559,34.68
7055,14156,565412,629.04
7056,14156,565474,50.0
7057,14156,565475,7190.0599999999995
7058,14156,565476,958.8000000000001
7059,14156,565748,4005.35
7060,14156,565749,228.84
7061,14156,565916,496.1
7062,14156,569010,5765.08
7063,14156,570253,1974.0
7064,14156,570700,409.9
7065,14156,571129,406.84
7066,14156,571313,725.36
7067,14156,571314,888.24
7068,14156,571562,700.27
7069,14156,572124,773.94
7070,14156,574841,397.43
7071,14156,575735,362.9
7072,14156,576602,832.58
7073,14156,576653,4391.16
7074,14156,579553,760.71
7086,14157,545059,236.73000000000002
7087,14157,577477,155.71
7089,14158,573393,507.66
7090,14159,538374,189.92
7091,14159,547910,451.03000000000003
7092,14159,555558,450.62
7093,14159,557858,309.78
7094,14159,559894,409.76
7095,14159,560359,337.43
7096,14159,565541,569.48
7097,14159,567211,387.0
7098,14159,571679,178.13
7099,14159,573340,510.9
7100,14159,577504,821.59
7104,14161,537160,283.15
7105,14161,545691,263.04
7106,14161,552265,551.43
7107,14162,544452,177.68
7108,14162,557270,111.68
7109,14163,550180,411.87
7110,14163,554503,337.92
7111,14163,559546,909.6
7112,14163,566596,786.52
7113,14164,567457,1273.77
7114,14164,569101,358.0
7115,14165,546111,120.44
7116,14167,540984,148.35
7117,14167,547226,110.65
7118,14167,558247,130.85
7119,14167,573583,172.74
7120,14171,565397,363.79
7121,14173,551844,114.04
7122,14173,572674,129.77
7123,14173,579364,194.54999999999998
7124,14173,579365,12.48
7125,14174,574691,134.46
7126,14175,541204,262.98
7127,14175,557626,864.91
7128,14175,570598,1980.17
7133,14176,537523,156.65
7134,14176,541275,121.20000000000002
7135,14176,544058,230.15
7136,14176,544061,66.0
7138,14177,556520,108.13
7139,14177,565563,183.83
7140,14177,565577,7.5
7141,14177,566744,244.55
7143,14178,556425,197.37
7144,14178,560555,99.45
7145,14178,565350,180.47000000000003
7146,14178,569474,198.74
7147,14178,573359,258.9
7148,14178,575848,246.86
7149,14178,580027,418.47
7150,14179,571682,538.32
7151,14179,573344,163.25
7152,14180,536739,201.75
7153,14180,538521,339.40000000000003
7154,14180,539298,136.25
7155,14180,539299,218.85
7156,14180,540028,284.6
7157,14180,541585,236.5
7158,14180,542900,117.15
7159,14180,543291,143.92000000000002
7160,14180,544150,119.15
7161,14180,545345,382.1
7162,14180,546432,217.05
7163,14180,548319,245.2
7164,14180,550492,187.75
7165,14180,552182,153.3
7166,14180,553638,193.75
7167,14180,555846,149.15
7168,14180,558031,168.55
7169,14180,559312,97.5
7170,14180,561065,101.05
7171,14180,562776,174.65
7172,14180,564474,134.75
7173,14180,566196,148.8
7174,14180,570973,149.7
7175,14180,575691,179.55
7176,14180,579285,160.35
7183,14184,569482,452.89
7184,14185,540970,197.65
7185,14188,543015,398.0
7186,14188,552328,362.9
7187,14188,559512,329.46000000000004
7188,14188,564053,288.95
7189,14188,568873,329.40000000000003
7190,14188,575305,312.7
7195,14189,537312,311.24
7196,14189,540148,364.8
7197,14189,542110,270.99
7198,14189,544895,214.71
7199,14189,548208,311.85
7200,14189,550955,308.88
7201,14189,554129,306.34000000000003
7202,14189,554141,51.36
7203,14189,558911,321.46
7204,14189,563706,423.06
7205,14189,565436,360.96
7206,14189,572935,466.65
7207,14189,575690,311.36
7208,14189,578316,286.14
7209,14189,581181,301.56
7219,14191,551556,150.32
7220,14191,554349,256.98
7221,14191,555940,357.6
7222,14191,558567,318.9
7223,14191,561804,417.94
7224,14191,562890,355.45
7225,14191,564174,379.27
7226,14191,567372,267.03
7227,14191,571690,329.97
7228,14191,573901,294.58
7229,14191,577050,738.67
7230,14191,579515,370.13
7231,14191,581218,426.12
7233,14193,546624,422.53999999999996
7234,14193,569242,430.85
7235,14194,543251,516.95
7236,14194,546986,768.42
7237,14194,546988,254.62
7238,14194,553158,689.4200000000001
7239,14194,553159,357.04
7240,14194,553160,85.36
7241,14194,554906,670.61
7242,14194,557326,475.75
7243,14194,557327,76.89
7244,14194,561098,530.29
7245,14194,563550,506.04
7246,14194,564510,628.94
7247,14194,566597,446.31
7248,14194,568162,859.45
7249,14194,570492,530.35
7250,14194,570493,70.8
7251,14194,573287,823.32
7252,14194,573288,315.78
7253,14194,576597,1025.35
7254,14194,577633,1100.96
7255,14194,580595,484.1
7267,14195,548687,779.1
7268,14195,554064,183.60000000000002
7270,14196,564376,335.52
7271,14198,550155,173.4
7272,14198,560279,173.65
7273,14198,566648,152.05
7274,14198,577790,164.39999999999998
7278,14199,551979,185.39999999999998
7279,14201,539011,67.24000000000001
7280,14201,550624,109.04
7281,14201,552253,158.28
7282,14201,555702,46.839999999999996
7283,14201,559916,110.14
7284,14201,567408,105.9
7285,14201,570415,120.3
7288,14204,581142,150.61
7289,14205,547081,222.9
7290,14205,578133,243.8
7293,14206,550167,328.15999999999997
7295,14208,565750,151.74
7296,14209,540817,347.95
7297,14209,547720,420.6
7298,14209,552536,308.3
7299,14209,560972,438.5
7300,14209,562930,354.68
7301,14209,579278,197.10000000000002
7303,14210,536956,304.95000000000005
7304,14210,540027,363.66
7305,14210,544165,308.78000000000003
7306,14210,551147,305.46000000000004
7307,14210,554795,316.8
7308,14210,564634,301.24
7310,14211,544322,142.6
7311,14211,545075,300.4
7312,14211,550287,131.84
7313,14211,550535,155.6
7314,14211,553227,150.4
7315,14211,565405,216.29000000000002
7316,14211,567517,209.16000000000003
7317,14211,570885,355.78000000000003
7318,14211,571435,546.23
7323,14212,566260,1070.48
7325,14214,545812,635.75
7326,14214,557761,183.56
7327,14214,559152,76.95
7328,14214,572032,55.42
7329,14214,575209,49.800000000000004
7332,14215,537423,166.0
7333,14215,541103,584.26
7334,14215,542568,160.05
7335,14215,555592,176.16
7336,14215,567979,245.64
7337,14215,579125,445.81
7339,14216,573955,459.8
7340,14216,578261,792.94
7341,14216,580097,448.31
7342,14216,580967,138.25
7343,14217,537809,101.35
7344,14217,540457,102.5
7345,14217,540753,69.7
7346,14217,542901,88.3
7347,14217,547057,130.05
7348,14217,549312,112.8
7349,14217,553382,179.24
7350,14217,555932,155.49
7351,14217,559201,95.75
7352,14217,565125,126.5
7353,14217,568243,88.92
7354,14217,568366,164.3
7355,14217,570896,102.95
7356,14217,573378,92.52000000000001
7357,14217,576622,105.76
7358,14217,579123,129.65
7359,14217,581324,94.47999999999999
7367,14218,573171,169.48000000000002
7368,14219,580700,89.94
7369,14220,539313,312.98
7370,14220,549119,319.42
7371,14221,540094,312.95
7372,14221,553476,551.03
7373,14221,555392,30.0
7374,14221,555393,754.9
7375,14221,559912,357.78
7376,14221,559913,17.4
7377,14221,563730,588.0
7378,14221,567459,471.88
7379,14221,573280,343.90999999999997
7381,14222,556942,683.17
7382,14223,547088,289.0
7383,14223,558992,351.69
7384,14223,566039,334.54
7386,14224,541850,244.3
7387,14224,552295,247.76999999999998
7388,14224,560262,368.18
7389,14224,563915,149.48
7390,14226,546669,943.65
7391,14226,553149,718.2
7392,14226,569079,185.77
7393,14226,575593,320.07
7394,14226,575830,16.95
7397,14227,545150,731.25
7398,14227,549449,302.23
7399,14227,550347,282.09
7400,14227,554950,795.38
7401,14227,554952,81.0
7402,14227,554953,17.4
7403,14227,554954,179.67000000000002
7404,14227,566821,592.51
7405,14227,566823,15.12
7406,14227,576067,319.06
7412,14229,540635,360.37
7413,14229,544473,305.15999999999997
7414,14229,571735,785.0699999999999
7417,14231,544888,285.2
7418,14231,550988,309.0
7419,14231,556139,227.86
7422,14232,547058,691.53
7423,14232,555586,309.95
7424,14232,561203,311.76
7425,14232,563437,257.59999999999997
7426,14232,573182,473.09000000000003
7430,14233,542223,100.85000000000001
7431,14233,542930,530.1
7432,14233,552890,328.15000000000003
7433,14233,572244,488.41
7435,14234,571054,348.44
7436,14234,572738,82.56
7437,14234,575392,209.48
7438,14234,577110,113.64
7439,14235,547666,850.3100000000001
7440,14235,551274,414.24
7441,14235,558963,1037.5
7442,14235,558964,449.81
7443,14235,568192,342.0
7445,14236,536844,189.3
7446,14236,567370,301.56
7447,14237,536529,161.0
7448,14238,541357,146.85
7449,14239,542388,159.60000000000002
7450,14239,545157,205.38
7451,14239,545428,374.40000000000003
7452,14239,549183,144.95000000000002
7453,14239,553477,317.96000000000004
7454,14239,554138,35.400000000000006
7455,14239,561908,120.5
7456,14239,565121,149.70000000000002
7457,14239,565747,315.65
7458,14239,568945,338.5
7459,14239,573095,161.46
7462,14240,551387,226.85
7463,14240,575324,663.49
7464,14241,556186,213.70000000000002
7465,14242,541428,138.35
7466,14242,550560,142.2
7467,14243,537879,213.3
7468,14243,539411,258.7
7469,14243,542227,328.4
7470,14243,544885,324.4
7471,14243,549321,373.27
7472,14243,557040,246.95
7473,14243,560998,203.12
7474,14243,565584,304.92
7475,14243,573878,175.4
7476,14243,579962,107.42
7481,14245,547102,993.25
7482,14245,551727,684.23
7486,14246,549302,449.64
7487,14246,561106,520.23
7488,14246,563906,504.19
7489,14247,545702,136.76999999999998
7490,14248,542124,302.58
7491,14250,566271,1228.83
7492,14250,580306,435.0
7493,14250,580308,240.22
7494,14251,571033,1259.46
7495,14251,578038,346.14
7496,14251,578530,301.14
7497,14251,579391,490.68
7498,14251,581214,482.28000000000003
7499,14256,538210,523.86
7500,14256,547665,411.2
7502,14257,542000,620.14
7503,14257,555938,410.45
7504,14257,558766,306.33000000000004
7505,14257,562716,1388.92
7506,14257,569914,373.88
7508,14258,540277,3120.2200000000003
7509,14258,543852,1165.96
7510,14258,547047,982.08
7511,14258,549412,718.6
7512,14258,549417,79.80000000000001
7513,14258,554353,1541.16
7514,14258,559554,1761.5
7515,14258,566227,1912.06
7516,14258,579784,1371.6
7518,14259,560805,120.0
7519,14261,567742,943.75
7520,14261,571941,219.7
7521,14262,549944,240.0
7522,14262,559014,305.5
7523,14262,564352,309.5
7524,14262,567142,524.3
7525,14262,571300,214.45
7526,14262,575589,514.16
7527,14262,577841,205.62
7528,14262,580077,304.7
7529,14264,549432,115.7
7530,14264,559371,218.27
7532,14265,559929,252.05
7533,14265,564051,278.13
7534,14267,547644,418.18
7535,14267,547655,390.83
7536,14267,558484,470.08
7541,14270,540849,492.65000000000003
7542,14271,551395,112.32
7543,14272,548335,132.09
7544,14272,568392,305.87
7545,14273,549683,112.8
7546,14273,552041,105.9
7547,14273,561356,231.35
7548,14273,571852,109.92
7549,14276,544695,264.9
7550,14276,556460,379.2
7551,14276,565236,375.29
7554,14277,552826,1369.83
7555,14277,577152,499.4
7556,14277,578541,2059.57
7558,14280,554865,134.04
7559,14282,537593,571.0
7560,14282,547000,323.3
7561,14282,551182,107.28
7562,14282,553576,636.1
7563,14282,554053,143.6
7564,14282,557006,214.2
7565,14282,558572,228.1
7566,14282,563346,141.72
7567,14282,563956,102.24
7568,14282,567333,301.3
7569,14282,575068,249.7
7570,14282,577043,174.9
7571,14282,577552,150.3
7572,14282,580033,270.40000000000003
7573,14282,580992,87.3
7574,14284,566724,235.3
7575,14284,575179,343.15
7577,14285,557018,5.9
7578,14285,568149,1247.53
7579,14285,574013,300.6
7580,14285,577335,355.98
7581,14286,549577,2027.34
7582,14286,572558,632.5699999999999
7583,14286,576650,1935.9
7586,14287,554632,45.6
7587,14287,554633,17.28
7588,14287,580060,93.35
7590,14288,552642,413.85
7592,14289,544791,322.24
7593,14289,549852,147.3
7594,14289,554502,124.68
7595,14289,557010,129.3
7596,14289,561570,109.26
7597,14289,580022,78.48
7598,14290,538529,774.61
7599,14290,567326,293.54
7600,14290,569319,728.5
7601,14290,571238,250.52
7602,14290,579166,264.53000000000003
7604,14291,546133,984.88
7605,14291,553048,612.08
7606,14291,553049,16.5
7607,14291,557330,361.98
7608,14291,557331,32.28
7609,14291,557332,22.5
7610,14291,562968,315.37
7611,14291,569467,610.42
7612,14291,570880,359.6
7613,14291,581230,537.89
7614,14291,581231,19.8
7616,14292,545339,463.0
7617,14292,553899,642.71
7618,14292,560246,1353.1000000000001
7619,14292,560247,111.9
7620,14292,566396,541.94
7621,14292,573421,1295.82
7622,14292,573422,17.4
7623,14292,580176,388.36
7624,14292,580177,24.96
7630,14293,537241,364.92
7631,14293,543380,143.1
7632,14293,560222,231.39
7633,14293,580974,307.15000000000003
7634,14295,573404,166.20000000000002
7636,14297,546156,232.6
7637,14297,570272,462.65
7638,14297,571906,14.850000000000001
7639,14297,577813,580.38
7642,14298,538827,2594.7599999999998
7643,14298,538828,231.84
7644,14298,538830,146.46
7645,14298,539586,962.24
7646,14298,539587,754.16
7647,14298,540464,1429.9
7648,14298,542001,723.6
7649,14298,542002,621.6
7650,14298,542690,378.0
7651,14298,544295,1097.58
7652,14298,544296,55.44
7653,14298,544297,46.199999999999996
7654,14298,544298,790.86
7655,14298,544909,1991.26
7656,14298,546899,946.2
7657,14298,546900,25.200000000000003
7658,14298,546902,33.2
7659,14298,548157,1518.0
7660,14298,550630,1507.67
7661,14298,550634,27.299999999999997
7662,14298,550906,1368.16
7663,14298,551291,1502.78
7664,14298,551292,431.74
7665,14298,551293,428.64
7666,14298,551351,4390.56
7667,14298,551747,2805.2799999999997
7668,14298,555284,3056.7200000000003
7669,14298,555285,362.7
7670,14298,555286,51.0
7671,14298,555287,214.94
7672,14298,558197,666.68
7673,14298,560828,1088.86
7674,14298,560841,2569.55
7675,14298,560843,99.0
7676,14298,560844,74.88
7677,14298,562710,598.88
7678,14298,565150,5590.67
7679,14298,567509,752.42
7680,14298,567510,196.01999999999998
7681,14298,567917,1364.61
7682,14298,568675,741.9
7683,14298,571653,4690.82
7684,14298,575206,1296.56
7685,14298,580055,637.6
7687,14299,537895,319.79
7688,14299,540345,274.4
7689,14299,541114,76.64999999999999
7690,14299,542123,197.25
7691,14299,564301,806.0
7692,14299,567802,401.4
7693,14299,570824,307.06
7694,14299,577298,523.74
7695,14299,580114,289.52
7705,14300,577604,43.2
7706,14301,563227,632.04
7708,14304,551519,383.45
7710,14305,561502,989.0
7711,14305,563597,4.25
7712,14305,568952,810.51
7715,14306,566788,1693.04
7716,14306,571853,390.38
7718,14307,536408,783.11
7719,14307,541588,487.45000000000005
7720,14307,551731,424.42
7721,14307,561534,612.91
7722,14307,566307,656.23
7723,14307,566309,31.599999999999998
7724,14309,539226,129.2
7725,14309,543045,207.22
7726,14309,544180,233.42000000000002
7727,14309,550526,347.49
7728,14309,556256,196.68
7729,14309,558040,177.46
7730,14309,565849,323.68
7731,14309,575742,328.96000000000004
7732,14309,580066,389.87
7734,14311,549592,229.71
7736,14312,540371,309.55
7737,14312,543003,126.82
7738,14312,546386,157.65
7739,14312,555582,260.57
7740,14312,566188,192.6
7741,14312,572323,564.4
7742,14314,564380,120.0
7743,14315,546990,530.4
7744,14315,555247,325.8
7745,14315,559477,305.75
7746,14315,561685,367.4
7747,14315,562098,20.8
7748,14315,572843,906.83
7750,14317,569736,508.58000000000004
7751,14320,540692,217.83
7752,14320,553410,125.28
7754,14321,540595,326.82
7755,14321,557009,300.11
7756,14321,563237,273.72
7757,14321,568381,329.94
7758,14321,579268,300.16
7759,14323,550251,269.02
7760,14323,563534,305.24
7763,14326,549719,166.85
7765,14327,558455,311.65
7766,14329,541215,1514.73
7767,14329,546378,571.27
7768,14329,558368,958.4300000000001
7769,14329,564145,399.35
7770,14329,572229,1081.01
7771,14329,578069,347.85
7772,14329,578070,16.5
7780,14331,561514,383.66
7781,14331,562578,79.0
7782,14332,560122,119.04
7783,14332,569513,440.2
7784,14332,576984,280.97
7785,14333,569252,351.45
7787,14334,539305,320.15
7788,14334,541919,352.42
7789,14334,546182,353.78
7790,14334,550806,268.68
7791,14334,553941,370.45
7792,14334,562781,335.28
7793,14334,565807,315.2
7794,14334,578117,223.5
7796,14335,565430,347.5
7797,14335,578273,107.36
7798,14336,546015,534.4200000000001
7799,14336,551859,230.03
7800,14336,554665,349.94
7801,14336,578187,500.52000000000004
7802,14338,554935,545.97
7803,14338,558721,8.25
7806,14339,549596,294.56
7810,14340,551890,134.7
7811,14341,542111,208.58
7812,14341,542113,111.15
7813,14341,552303,247.77
7814,14341,552305,119.75
7815,14341,561866,115.08
7816,14341,562014,321.29
7817,14341,572741,781.9
7818,14341,572742,245.56
7820,14342,553145,269.7
7821,14342,561196,110.14
7822,14342,575165,91.03999999999999
7823,14342,577313,157.78
7826,14344,537332,322.8
7827,14344,537471,17.85
7828,14344,539310,15.0
7829,14344,546113,146.18
7830,14344,547923,82.55000000000001
7831,14344,553412,61.5
7832,14344,561132,126.75
7833,14344,562365,117.3
7834,14345,573758,108.97999999999999
7835,14346,544065,262.44
7836,14346,562949,759.14
7837,14348,547697,409.57
7838,14349,579497,133.5
7839,14350,546250,262.1
7841,14351,558325,51.0
7842,14352,546399,231.3
7843,14352,550517,614.02
7844,14352,559045,178.74
7845,14352,559046,54.9
7846,14353,552314,90.6
7847,14354,575391,87.78
7848,14354,580398,75.84
7849,14355,538007,174.4
7850,14356,567328,327.69
7851,14356,567528,354.54999999999995
7854,14357,573122,225.12
7855,14359,566477,483.39
7856,14359,573160,272.49
7857,14359,577518,126.7
7861,14360,565726,1124.49
7862,14360,569326,624.91
7863,14360,569328,157.68
7864,14360,574949,210.95
7865,14362,577076,151.5
7866,14364,552962,719.15
7867,14364,554164,398.05
7868,14364,555526,645.3
7869,14364,555527,399.35
7870,14364,557785,330.55
7871,14364,558336,315.6
7872,14364,561531,558.25
7873,14364,564133,351.1
7874,14367,545996,964.71
7875,14367,548178,501.26000000000005
7876,14367,549988,431.65000000000003
7877,14367,552839,777.84
7879,14367,552850,61.95000000000001
7880,14367,556042,1016.57
7881,14367,556050,279.04
7882,14367,559684,373.40000000000003
7883,14367,561085,927.88
7884,14367,566912,981.85
7885,14367,568156,506.39000000000004
7886,14367,571737,764.74
7887,14367,575169,598.46
7888,14367,577235,314.85
7889,14367,580058,633.53
7893,14368,541873,155.0
7894,14371,544328,100.5
7895,14373,539280,76.55
7896,14375,555853,235.56
7897,14377,547371,314.6
7898,14377,555241,302.45
7899,14379,544319,110.98
7900,14379,572918,237.12
7901,14381,571717,202.68
7902,14382,576076,615.49
7903,14383,558389,242.09
7904,14383,569834,675.72
7905,14383,573914,329.88
7906,14385,576671,55.16
7907,14385,578284,71.6
7908,14385,579789,75.35
7909,14386,544096,142.4
7910,14387,564056,440.76
7911,14387,568314,488.98
7912,14387,574864,797.86
7913,14388,536632,299.35
7914,14388,545461,401.45
7915,14388,554059,458.94
7916,14388,559369,326.77
7917,14388,562888,335.15
7918,14388,566191,442.66
7919,14388,574484,463.09000000000003
7920,14388,579440,444.63
7923,14389,555347,305.34000000000003
7924,14389,569692,706.9200000000001
7928,14390,536643,223.7
7929,14390,550130,501.38
7930,14390,553011,292.85
7931,14390,560394,548.08
7932,14390,571214,850.1
7933,14390,574023,564.41
7934,14390,577303,974.8100000000001
7935,14390,579447,628.16
7936,14390,579448,4.68
7941,14393,552032,67.95
7942,14395,536837,308.68
7943,14395,540543,380.68
7944,14395,546465,350.29
7945,14395,549289,188.13
7946,14395,551527,388.21000000000004
7947,14395,556882,326.38
7948,14395,567818,632.21
7949,14395,570491,310.54
7950,14395,581164,558.99
7954,14396,536993,110.35000000000001
7955,14396,569702,377.64
7956,14397,552575,165.44
7957,14397,554664,76.8
7958,14397,556496,45.0
7959,14397,557526,91.8
7960,14397,559883,56.18
7961,14397,560302,47.7
7962,14397,561067,99.96
7963,14397,562442,98.16
7964,14397,563982,174.96
7965,14397,565792,173.47
7966,14397,567531,53.120000000000005
7967,14397,570511,186.8
7968,14397,571225,179.85999999999999
7969,14397,573294,134.28
7970,14397,575684,295.38
7971,14397,577060,119.69999999999999
7972,14397,579128,161.39999999999998
7973,14397,580394,207.76
7974,14397,581011,188.91
7979,14400,559922,559.7
7981,14401,538895,247.38
7982,14401,542587,304.74
7983,14401,556440,428.44
7984,14401,557881,302.16
7985,14401,558619,316.7
7986,14401,560697,227.92000000000002
7987,14401,562156,310.02
7988,14401,563834,326.44
7989,14401,564350,291.0
7990,14401,565513,313.08000000000004
7991,14401,567513,305.5
7992,14401,573886,312.82
7993,14401,580650,353.78
7995,14403,549127,741.2
7996,14403,552238,185.31
7997,14403,560858,295.79999999999995
7998,14403,561936,204.0
8000,14404,537222,129.23
8001,14404,541259,222.25
8002,14404,547719,307.5
8003,14404,557870,314.7
8004,14404,564136,309.24
8005,14404,574674,126.79999999999998
8007,14406,563196,156.75
8008,14407,545928,344.43
8009,14407,553670,630.55
8010,14407,560864,475.36
8011,14407,561688,293.12
8012,14407,563383,15.0
8013,14407,564332,354.62
8017,14408,547078,350.8
8018,14408,550218,354.84000000000003
8019,14408,555416,376.15
8020,14408,557620,133.53
8021,14408,561915,773.69
8022,14408,565723,301.80000000000007
8023,14408,579332,308.22
8024,14409,537410,151.20000000000002
8025,14409,537412,44.400000000000006
8026,14409,542005,337.3
8027,14409,559865,1086.8300000000002
8028,14409,562769,190.8
8029,14409,569004,115.72
8031,14410,543284,125.6
8032,14410,547906,143.38
8033,14410,548512,118.45
8034,14410,548871,35.129999999999995
8035,14410,553496,122.2
8036,14410,553497,56.0
8037,14410,560878,156.33
8038,14410,566053,111.08
8039,14410,566056,4.11
8046,14411,542933,1063.0
8047,14412,568568,462.45
8048,14412,573178,298.88
8050,14413,538509,121.05
8051,14414,539111,217.2
8052,14414,561324,283.79
8053,14414,561887,309.14
8054,14414,563507,125.03999999999999
8055,14414,564043,190.06
8056,14414,565149,174.06
8057,14414,566169,185.83999999999997
8059,14415,538849,842.13
8060,14415,541504,233.05
8061,14415,543474,486.13
8062,14415,550637,393.41
8063,14415,554672,375.25
8064,14415,556441,342.44
8065,14415,558746,210.8
8066,14415,562621,362.18
8067,14415,565388,449.15
8068,14415,570245,279.03000000000003
8069,14415,573264,606.2
8070,14415,577579,111.18
8071,14415,581412,1090.95
8077,14416,573292,361.0
8078,14416,577079,129.22
8079,14418,564198,150.44
8080,14418,576252,889.46
8081,14418,580831,897.35
8082,14419,538197,124.1
8083,14419,548614,183.04
8084,14419,568428,233.65
8085,14419,570284,126.39
8086,14419,573808,173.71
8087,14419,579293,210.9
8088,14420,565219,385.87
8090,14421,552893,455.18
8091,14421,571044,357.93
8092,14422,546882,401.31
8093,14422,557776,630.84
8094,14422,569046,1285.98
8095,14422,571502,1232.95
8096,14422,578053,330.55
8097,14422,581516,382.01
8098,14423,551989,265.2
8099,14424,577897,322.08
8100,14426,542627,134.23000000000002
8101,14426,542628,132.35
8102,14426,546005,779.41
8103,14426,556777,677.6
8104,14426,560974,508.25
8105,14426,560975,167.4
8106,14426,573871,584.3199999999999
8107,14426,574899,324.7
8108,14426,576627,348.4
8109,14426,576694,300.89
8116,14427,570001,321.74
8117,14427,572085,41.6
8118,14428,541510,203.55
8119,14428,550003,122.83
8120,14428,567658,193.05
8121,14428,574304,488.08000000000004
8122,14428,580282,201.85999999999999
8125,14431,543565,423.26
8127,14432,566279,249.17000000000002
8128,14432,569236,306.73
8129,14432,572309,717.35
8130,14432,573877,109.8
8131,14432,576078,581.07
8132,14432,579522,284.38
8133,14434,568705,310.8
8134,14434,569656,99.60000000000001
8135,14434,570461,141.6
8136,14434,571744,169.2
8137,14434,574021,310.8
8138,14434,577134,340.8
8139,14436,565242,89.06
8140,14437,537883,63.0
8142,14438,543280,131.9
8143,14439,541932,2661.24
8144,14440,538014,656.7
8145,14440,542277,529.01
8146,14440,568663,373.02000000000004
8147,14440,573295,181.7
8148,14440,580108,617.25
8149,14441,548033,356.84000000000003
8150,14441,565673,340.56
8151,14441,573085,667.74
8152,14441,581480,305.7
8159,14442,542269,645.08
8160,14442,553831,903.79
8164,14443,537255,303.5
8165,14443,543028,301.15
8166,14443,561033,383.12
8167,14443,571307,428.68
8171,14446,549250,303.04
8172,14446,567462,371.52
8173,14446,575843,148.96
8174,14446,581538,186.83
8175,14447,545596,265.0
8176,14447,554948,336.03000000000003
8177,14447,572033,247.94
8178,14447,572034,23.5
8179,14447,577600,290.76
8180,14448,538364,102.35000000000001
8181,14448,579687,273.0
8182,14449,536754,210.24
8183,14449,549251,189.67
8184,14449,569843,298.56
8185,14449,577700,187.33
8186,14450,541841,161.03
8187,14450,549557,108.42
8188,14450,556462,213.8
8189,14451,554986,360.0
8190,14451,570423,283.9
8191,14452,565835,127.37
8192,14452,579387,131.68
8193,14453,555363,119.93
8194,14456,560712,116.13
8195,14456,560714,26.25
8196,14456,561894,486.96
8197,14456,566290,794.61
8198,14456,568517,383.27
8199,14456,573361,238.92
8200,14456,575583,243.04
8201,14456,577106,331.54
8202,14456,580513,382.96
